구분,장번호,장명,절번호,절명,참조번호,조명,조,항,호,목,내용
조,,,,,제1조,목적,제1조,0,0,0,"이 세칙은 「유가증권시장 공시규정」(이하 ""규정""이라 한다)의 시행에 관하여 필요한 사항을 정함을 목적으로 한다. <개정 2009. 2. 3., 2009. 12. 21.>"
항,,,,,제2조제①항,정의,제2조,①,0,0,① 이 세칙에서 사용하는 용어의 정의는 규정 및 관련규정이 정하는 바에 따른다.
항,,,,,제2조제②항,정의,제2조,②,0,0,② 규정 제2조제7항제2호에서 “세칙이 정하는 자”라 함은 다음 각 호의 어느 하나에 해당하는 경우를 말한다. <개정 2020. 12. 10.>
호,,,,,제2조제1호,정의,제2조,②,1,0,「자본시장과 금융투자업에 관한 법률 시행령」(이하 “법 시행령”이라 한다) 제10조제1항제1호 및 제2호의 자
호,,,,,제2조제2호,정의,제2조,②,2,0,"법 시행령 제10조제2항제1호부터 제10호까지 및 제13호부터 제16호까지의 자. 다만, 법 시행령 제10조제2항제8호의 자 중 투자자문업자, 투자일임업자 및 신탁업자는 제외한다."
호,,,,,제2조제3호,정의,제2조,②,3,0,법 시행령 제10조제3항제3호·제10호·제11호·제12호및 제13호의 자 [전문개정 2009. 2. 3.]
조,,,,,제3조,문서 제출방법,제3조,0,0,0,"규정 제6조제1항에 따른 문서는 규정에서 달리 정하는 경우를 제외하고는 우편·인편, 모사전송 또는 전자문서의 방법으로 제출하여야 한다. <개정 2009. 2. 3., 2012. 4. 19., 2013. 2. 26.>"
조,,,,,제4조,공시매체,제4조,0,0,0,"규정 제6조제2항에 따른 공시매체는 다음 각 호의 어느 하나로 한다. <개정 2009. 2. 3., 2020. 12. 10.>"
호,,,,,제4조제1호,공시매체,제4조,0,1,0,규정 제64조에 따른 전자공시시스템
호,,,,,제4조제2호,공시매체,제4조,0,2,0,"증권에 관한 정보를 주로 취급하는 단말기로서 시스템의 안정성, 이용편의성 등 한국거래소(이하 “거래소”라 한다)가 정하는 요건을 갖춘 단말기(이하 “금융정보단말”이라 한다)"
호,,,,,제4조제3호,공시매체,제4조,0,3,0,증권시장지
항,,,,,제4조의2제①항,확인절차 대상법인 등<개정 2015. 8. 28.>,제4조의2,①,0,0,"① 규정 제6조제2항 단서에서 “세칙으로 정하는 유가증권시장주권상장법인”이란 다음 각 호의 어느 하나에 해당하는 법인을 말한다. <개정 2015. 8. 28., 2020. 12. 10.>"
호,,,,,제4조의2제1호,확인절차 대상법인 등<개정 2015. 8. 28.>,제4조의2,①,1,0,신규상장법인
호,,,,,제4조의2제2호,확인절차 대상법인 등<개정 2015. 8. 28.>,제4조의2,①,2,0,규정 제35조에 따라 불성실공시법인으로 지정된 법인
호,,,,,제4조의2제3호,확인절차 대상법인 등<개정 2015. 8. 28.>,제4조의2,①,3,0,「유가증권시장 상장규정」(이하 “상장규정”이라 한다) 제47조에 따라 관리종목으로 지정된 법인
호,,,,,제4조의2제4호,확인절차 대상법인 등<개정 2015. 8. 28.>,제4조의2,①,4,0,상장규정 제48조에 따른 상장폐지 사유가 발생한 법인
호,,,,,제4조의2제5호,확인절차 대상법인 등<개정 2015. 8. 28.>,제4조의2,①,5,0,유가증권시장주권상장법인 중 거래소의 사전 확인절차를 거쳐 신고사항을 공표하기로 신청한 법인
호,,,,,제4조의2제6호,확인절차 대상법인 등<개정 2015. 8. 28.>,제4조의2,①,6,0,규정 제2조제2항·제14항·제18항·제20항에서 정하는 법인 및 그 밖에 투자자 보호를 위해 거래소가 필요하다고 인정한 법인
항,,,,,제4조의2제②항,확인절차 대상법인 등<개정 2015. 8. 28.>,제4조의2,②,0,0,"② 거래소는 제1항 각 호의 어느 하나에 해당하는 유가증권시장주권상장법인을 확인절차 대상법인으로 지정하며, 지정 및 해제시기 등은 [별표 3]에서 정하는 바에 따른다. <개정 2015. 8. 28.>"
항,,,,,제4조의2제③항,확인절차 대상법인 등<개정 2015. 8. 28.>,제4조의2,③,0,0,③ 규정 제6조제2항 단서에서 “세칙으로 정하는 신고내용”이라 함은 다음 각 호의 어느 하나에 해당하는 경우를 말한다. <개정 2015. 8. 28.>
호,,,,,제4조의2제1호,확인절차 대상법인 등<개정 2015. 8. 28.>,제4조의2,③,1,0,상장규정 제153조 및 규정 제40조와 관련된 공시사항
호,,,,,제4조의2제2호,확인절차 대상법인 등<개정 2015. 8. 28.>,제4조의2,③,2,0,규정 제27조에 따라 풍문 또는 보도 등에 대하여 해명하고자 하는 경우 해당 공시사항
호,,,,,제4조의2제3호,확인절차 대상법인 등<개정 2015. 8. 28.>,제4조의2,③,3,0,그 밖에 투자자 보호를 위해 거래소가 필요하다고 인정하는 공시사항
조,,,,,제4조의3,시설외투자,제4조의3,0,0,0,규정 제7조제1항제2호나목의 (1) 중 “세칙에서 정하는 시설외투자”라 함은 다음 각 호의 어느 하나에 해당하는 사항을 말한다. <개정 2013. 2. 26.>
호,,,,,제4조의3제1호,시설외투자,제4조의3,0,1,0,"영화, 음반, 연예, 공연물 등의 제작을 위한 투자"
호,,,,,제4조의3제2호,시설외투자,제4조의3,0,2,0,"게임, 프로그램 등의 제작을 위한 투자"
호,,,,,제4조의3제3호,시설외투자,제4조의3,0,3,0,"교육, 지식, 정보, 출판물 등의 제작을 위한 투자"
호,,,,,제4조의3제4호,시설외투자,제4조의3,0,4,0,연예·스포츠 매니지먼트 계약 등을 통한 투자 [본조신설 2010. 12. 3.]
조,,,,,제4조의4,시가배당률 등,제4조의4,0,0,0,"규정 제7조제1항제2호마목(5)에서 “세칙이 정하는 시가배당률”이란 배당기준일(휴장일인 경우에는 그 직전 매매거래일로 한다) 2매매거래일 전일(배당기준일 이전에 배당에 관한 결정을 하는 경우에는 해당 결정일의 직전 매매거래일로 한다)부터 과거 1주일간의 유가증권시장에서 형성된 최종 시세가격의 산술평균가격에 대한 주당 배당금(현물배당의 경우에는 금전으로 환산한 금액으로 한다)의 비율을 백분율로 산정한 시가배당률을 말한다. <개정 2012. 4. 19., 2013. 2. 26., 2023. 3. 30.> [본조신설 2009. 7. 2.]"
조,,,,,제4조의5,공시대상 중요정보의 판단기준,제4조의5,0,0,0,규정 제7조제3항에 따른 기준은 다음 각 호의 어느 하나에 따른다.
호,,,,,제4조의5제1호,공시대상 중요정보의 판단기준,제4조의5,0,1,0,"다음 각 목에 관한 사실 또는 결정이 해당 목에서 정하는 기준에 해당하는 경우. 다만, 일상적 경영활동에 관한 사항은 제외한다."
목,,,,,제4조의5제1호가목,공시대상 중요정보의 판단기준,제4조의5,0,1,가,"가. 영업 및 생산활동 등에 관한 사항 : 최근 사업연도 매출액의 100분의 5(대규모법인의 경우 1,000분의 25) 이상인 경우"
목,,,,,제4조의5제1호나목,공시대상 중요정보의 판단기준,제4조의5,0,1,나,"나. 발행증권, 채권·채무, 손익, 결산 등에 관한 사항 : 자기자본의 100분의 5(대규모법인의 경우 1,000분의 25) 이상인 경우"
목,,,,,제4조의5제1호다목,공시대상 중요정보의 판단기준,제4조의5,0,1,다,"다. 투자활동 등에 관한 사항 : 자기자본 또는 최근 사업연도말 자산총액의 100분의 5(대규모법인의 경우 1,000분의 25) 이상인 경우"
호,,,,,제4조의5제2호,공시대상 중요정보의 판단기준,제4조의5,0,2,0,"제1호에 해당하는 경우 이외의 사실 또는 결정이 해당 유가증권시장주권상장법인의 규모·현황·업종 등의 특성을 고려할 때 해당 법인의 경영(지배구조, 구조개편, 존립, 상장폐지, 소송 등을 포함한다) 또는 재산상태 등에 상당한 영향을 가져오거나 가져올 것으로 예상되는 경우 [본조신설 2016. 4. 28.]"
조,,,,,제4조의6,자회사의 주요경영사항,제4조의6,0,0,0,규정 제8조제3항에서 “세칙이 정하는 바에 따라 신청서를 제출한 경우”라 함은 별지 제7호 서식에 의한 신청서에 지주회사가 다음 각 호의 사항을 기재하여 제출한 경우를 말한다. <개정 2013. 2. 26.>
호,,,,,제4조의6제1호,자회사의 주요경영사항,제4조의6,0,1,0,제출법인명 및 신청일자
호,,,,,제4조의6제2호,자회사의 주요경영사항,제4조의6,0,2,0,신청사유
호,,,,,제4조의6제3호,자회사의 주요경영사항,제4조의6,0,3,0,자회사(주권상장법인에 한함) 변동 사항
호,,,,,제4조의6제4호,자회사의 주요경영사항,제4조의6,0,4,0,그 밖에 필요한 사항 [본조신설 2010. 9. 1.]
조,,,,,제5조,풍문 및 보도,제5조,0,0,0,"규정 제12조제1항에 따른 ""풍문 및 보도""는 유가증권시장주권상장법인의 기업내용에 관하여 거래소가 수집한 내용 및 「신문 등의 진흥에 관한 법률」에 따른 일반일간신문 또는 경제 분야의 특수일간신문 중 전국을 보급지역으로 하는 신문에 게재된 기사로 한다. <개정 2005. 12. 27., 2006. 9. 11., 2009. 2. 3., 2015. 8. 28.>"
조,,,,,제6조,조회공시 요구시점<개정 2005. 12. 27.>,제6조,0,0,0,규정 제12조제1항에 따른 조회공시의 요구시점은 제7조에 따라 통보한 시점을 말한다. <개정 2009. 2. 3.>
조,,,,,제7조,조회공시요구의 방법 등,제7조,0,0,0,"규정 제13조제1항에 따른 조회공시요구는 전화, 모사전송 또는 전자문서의 방법으로 하며, 전화로 조회공시를 요구한 경우에는 당해 요구사항을 문서로 작성하여 지체없이 모사전송 또는 전자문서의 방법으로 통보하여야 한다. <개정 2009. 2. 3., 2012. 4. 19.>"
항,,,,,제7조의2제①항,기업지배구조 보고서의 공시,제7조의2,①,0,0,"① 규정 제24조의2제4항에 따라 유가증권시장주권상장법인은 기업지배구조 보고서를 신고하는 경우에는 별지 제8호 서식에 따른 기업지배구조 보고서 신고서를 포함하여 신고한다. <개정 2021. 11. 25., 2023. 11. 21.,2025. 7. 16.>"
항,,,,,제7조의2제②항,기업지배구조 보고서의 공시,제7조의2,②,0,0,② 거래소는 기업지배구조 보고서의 기재에 필요한 구체적인 사항을 정하여 제시할 수 있다. 이 경우 유가증권시장주권상장법인은 제시된 사항을 충실히 기재하여 신고한다. <개정 2020. 12. 10.>
항,,,,,제7조의2제③항,기업지배구조 보고서의 공시,제7조의2,③,0,0,③ 유가증권시장주권상장법인이 기업지배구조 보고서를 신고하면서 제1항 및 제2항을 따르지 아니하는 경우 거래소는 규정 제24조의2제2항의 중요사항이 기재되지 아니하고 신고된 경우로 볼 수 있다.
항,,,,,제7조의2제④항,기업지배구조 보고서의 공시,제7조의2,④,0,0,④ 그 밖에 기업지배구조 보고서의 공시와 관련한 거래소의 업무방법 및 절차 등에 관하여 필요한 사항은 별도로 정할 수 있다. [본조신설 2019. 1. 2.]
조,,,,,제7조의3,상장외국법인의 조회공시 관련 보도의 수집범위<개정 2009. 2. 3.>,제7조의3,0,0,0,규정 제25조제2항 단서에 따른 “보도의 수집범위”는 제5조에 따른 보도 및 국제적인 뉴스 정보전문제공기관 또는 통신사에 게재된 기사로 한다. <개정 2009. 2. 3.> [본조신설 2006. 9. 11.]
항,,,,,제7조의4제①항,상장외국법인의 적용 기준환율 등,제7조의4,①,0,0,"① 규정 제25조제4항에서 “세칙으로 정하는 기준환율 등”이라 함은 신고사유 발생일에 해당하는 국내일의 「외국환거래법」에 의한 기준환율 또는 재정환율(이하 이 조에서 “기준환율등”이라 한다)을 말한다. 다만, 해당 신고사항의 내용 중 재무제표상 재무내용에 관한 사항은 다음 각 호의 환율을 적용한다. <개정 2011. 11. 11.>"
호,,,,,제7조의4제1호,상장외국법인의 적용 기준환율 등,제7조의4,①,1,0,"재무상태표 또는 연결재무상태표상 재무내용에 관한 사항 : 해당 재무제표 작성의 대상이 되는 사업연도말 현재의 기준환율등. 다만, 최근 사업연도말 경과후 자본금 및 자본잉여금의 증감으로 인해 자기자본이 변동한 경우 자본금 또는 자기자본은 증자 납입일, 감자기준일 등 증감발생 기준일 현재의 기준환율등"
호,,,,,제7조의4제2호,상장외국법인의 적용 기준환율 등,제7조의4,①,2,0,손익계산서·포괄손익계산서·연결손익계산서 또는 연결포괄손익계산서상 재무내용에 관한 사항 : 해당 재무제표 작성의 대상이 되는 사업연도 중 매일의 기준환율등을 산술평균한 환율
항,,,,,제7조의4제②항,상장외국법인의 적용 기준환율 등,제7조의4,②,0,0,② 삭제 <2011. 11. 11.> [본조신설 2009. 2. 3.]
항,,,,,제7조의5제①항,공시대리인 등의 자격,제7조의5,①,0,0,① 규정 제26조제1항에서 “세칙에서 정하는 요건”이란 제2항 각 호의 요건을 말한다.
항,,,,,제7조의5제②항,공시대리인 등의 자격,제7조의5,②,0,0,② 규정 제26조제2항에서 “세칙에서 정하는 자격요건을 갖춘 자”라 함은 다음 각 호의 요건을 갖춘 자를 말한다. <개정 2019. 9. 25.>
호,,,,,제7조의5제1호,공시대리인 등의 자격,제7조의5,②,1,0,한국 내에 주소 또는 거소를 갖고 있을 것
호,,,,,제7조의5제2호,공시대리인 등의 자격,제7조의5,②,2,0,"본국어 및 한국어 능통자일 것. 다만, 본국어 또는 한국어 능통자를 업무보조자로 선임하는 경우에는 그러하지 아니하다."
호,,,,,제7조의5제3호,공시대리인 등의 자격,제7조의5,②,3,0,다음 각 목의 어느 하나를 충족할 것
목,,,,,제7조의5제3호가목,공시대리인 등의 자격,제7조의5,②,3,가,가. 유가증권시장주권상장법인(코스닥시장상장법인을 포함한다. 이하 이 항에서 같다)의 공시담당자(공시대리인을 포함한다. 이하 이 항에서 같다) 경력이 1년 이상인 자
목,,,,,제7조의5제3호나목,공시대리인 등의 자격,제7조의5,②,3,나,나. 공시담당자의 전문성을 제고하기 위하여 거래소가 개설하는 공시전문인 인증을 위한 교육과정을 이수한 자. 이 경우 공시전문인 인증과 관련하여 필요한 세부사항은 별표 4에서 정한다.
호,,,,,제7조의5제4호,공시대리인 등의 자격,제7조의5,②,4,0,최근 1년 이내에 유가증권시장주권상장법인의 공시담당자로서 불성실공시법인 지정으로 부과받은 벌점의 합계가 15점 이상이 아닐 것 [본조신설 2011. 11. 11.]
항,,,,,제7조의6제①항,해명공시 대상법인 및 신고시한 등,제7조의6,①,0,0,① 규정 제27조제3항에 따른 해명공시 대상법인은 투자자 보호 등을 위하여 거래소가 필요하다고 인정하는 법인을 제외한 유가증권시장주권상장법인을 말한다. <개정 2019. 9. 25.>
항,,,,,제7조의6제②항,해명공시 대상법인 및 신고시한 등,제7조의6,②,0,0,"② 규정 제27조제3항에 따른 해명 대상 풍문 또는 보도 등은 다음 각 호의 어느 하나에 해당하는 것을 말한다. 다만, 규정 제40조제2항 각 호의 어느 하나에 해당하는 풍문 또는 보도 등은 해명 대상에서 제외할 수 있다."
호,,,,,제7조의6제1호,해명공시 대상법인 및 신고시한 등,제7조의6,②,1,0,제5조에 따른 신문에 게재된 기사
