구분,장번호,장명,절번호,절명,참조번호,조명,조,항,호,목,내용
조,1,총칙,,,제1조,목적,제1조,0,0,0,이 세칙은 「시장감시규정」의 시행에 관하여 필요한 사항을 규정함을 목적으로 한다.<개정 2020. 3. 18.>
조,1,총칙,,,제2조,정의,제2조,0,0,0,이 세칙에서 사용하는 용어의 정의는 「시장감시규정」(이하 “규정”이라 한다)이 정하는 바에 의한다.<개정 2020. 3. 18.>
항,2,시장의 건전성 유지,,,제2조의2제①항,예방조치요구 등의 대상선정 및 방법,제2조의2,①,0,0,"① 규정 제5조 제4항에 따라 위원회는 시장감시위원장(이하 “위원장”이라 한다)이 정하는 기준에 해당하는 계좌와 관련된 회원에게 장중 건전주문 안내 및 예방조치에 대한 요구를 할 수 있다. 이 경우 다음 각 호의 어느 하나에 해당하는 경우에는 주문수탁의 거부예고 이상의 예방조치에 대한 요구를 할 수 있다.<개정 2012. 3. 8., 2014. 7. 31., 2022. 11. 23., 2023. 2. 8.>"
호,2,시장의 건전성 유지,,,제2조의2제①항제1호,예방조치요구 등의 대상선정 및 방법,제2조의2,①,1,0,투자경고종목 또는 투자위험종목에 관여하여 예방조치요구를 받는 경우
호,2,시장의 건전성 유지,,,제2조의2제①항제2호,예방조치요구 등의 대상선정 및 방법,제2조의2,①,2,0,이상급등종목에 관여하여 예방조치요구를 받는 경우
호,2,시장의 건전성 유지,,,제2조의2제①항제3호,예방조치요구 등의 대상선정 및 방법,제2조의2,①,3,0,"불건전 매매양태의 반복, 계좌의 과거 불건전 매매 이력, 과도한 주가 변동 등을 감안할 때 불공정거래에 해당할 우려가 높다고 판단되어 예방조치요구를 받는 경우"
항,2,시장의 건전성 유지,,,제2조의2제②항,예방조치요구 등의 대상선정 및 방법,제2조의2,②,0,0,"② 제1항에 따른 장중 건전주문 안내 또는 예방조치를 요구받은 회원은 위원회가 정하는 바에 따라 해당 고객에게 장중 건전주문 안내 또는 경고, 주문수탁의 거부예고, 주문수탁의 거부 등 불공정거래의 예방을 위한 적절한 조치를 하여야 한다.<개정 2012. 3. 8., 2014. 7. 31., 2018. 12. 11., 2023. 2. 8.>"
호,2,시장의 건전성 유지,,,제2조의2제②항제1호,예방조치요구 등의 대상선정 및 방법,제2조의2,②,1,0,삭제<2023. 2. 8.>
호,2,시장의 건전성 유지,,,제2조의2제②항제2호,예방조치요구 등의 대상선정 및 방법,제2조의2,②,2,0,삭제<2023. 2. 8.>
호,2,시장의 건전성 유지,,,제2조의2제②항제3호,예방조치요구 등의 대상선정 및 방법,제2조의2,②,3,0,삭제<2023. 2. 8.>
항,2,시장의 건전성 유지,,,제2조의2제③항,예방조치요구 등의 대상선정 및 방법,제2조의2,③,0,0,③ 제1항에 따른 예방조치요구를 받은 회원은 매분기가 종료된 달의 다음달 10일(당일이 「관공서의 공휴일에 관한 규정」에 따른 공휴일 또는 토요일인 경우에는 그 다음 매매거래일로 순연한다) 이내에 그 조치결과를 위원회에 통보하여야 한다. [본조신설 2009. 2. 3.]
조,2,시장의 건전성 유지,,,제2조의3,투자유의 안내,제2조의3,0,0,0,"규정 제5조 제4항에 따라 위원회는 다음 각 호의 어느 하나에 해당하는 경우, 투자자의 피해 예방을 위하여 인터넷 홈페이지 게재 등의 방법으로 투자유의사항 등을 투자자에게 안내할 수 있다."
호,2,시장의 건전성 유지,,,제2조의3제1호,투자유의 안내,제2조의3,0,1,0,불공정거래 등 시장질서 저해행위로 다수 투자자의 피해가 발생하거나 예상되는 경우
호,2,시장의 건전성 유지,,,제2조의3제2호,투자유의 안내,제2조의3,0,2,0,그밖에 자본시장에 중대한 영향을 미칠 수 있는 사건이 발생하거나 예상되는 경우 [본조신설 2012. 8. 27.]
항,2,시장의 건전성 유지,,,제2조의4제①항,회원에 대한 컨설팅,제2조의4,①,0,0,① 규정 제5조제4항에 따라 위원회는 회원에 대하여 회원의 불공정거래 예방과 한국거래소(이하 “거래소”라 한다)의 업무관련규정(거래참가자의 경우에는 규정 및 해당 다자간매매체결회사의 업무기준을 말한다. 이하 “업무관련규정”이라 한다) 준수를 지원하기 위한 컨설팅(이하 “컨설팅”이라 한다)을 할 수 있다.<개정 2025. 2. 27.>
항,2,시장의 건전성 유지,,,제2조의4제②항,회원에 대한 컨설팅,제2조의4,②,0,0,"② 위원회는 회원과 컨설팅 대상, 컨설팅 기간·방법, 자료수집 범위 등을 사전에 협의할 수 있다."
항,2,시장의 건전성 유지,,,제2조의4제③항,회원에 대한 컨설팅,제2조의4,③,0,0,③ 위원회는 컨설팅을 위하여 필요하다고 인정하는 경우에는 회원에게 자료제출 등을 요청할 수 있다.
항,2,시장의 건전성 유지,,,제2조의4제④항,회원에 대한 컨설팅,제2조의4,④,0,0,"④ 위원회가 제3항에 따라 회원에게 자료제출 등을 요청하는 경우에는 그 사유, 자료의 종류, 제출기한 등을 기재한 서면으로 하여야 한다. [본조신설 2016. 4. 18.]"
항,2,시장의 건전성 유지,,,제2조의5제①항,회원에 대한 컨설팅 절차 및 방법,제2조의5,①,0,0,"① 컨설팅은 다음 각 호의 어느 하나에 해당하는 경우에 실시할 수 있다.<개정 2017. 2. 10., 2022. 11. 23.>"
호,2,시장의 건전성 유지,,,제2조의5제①항제1호,회원에 대한 컨설팅 절차 및 방법,제2조의5,①,1,0,위원회가 정한 연간 컨설팅 계획에 따른 경우
호,2,시장의 건전성 유지,,,제2조의5제①항제2호,회원에 대한 컨설팅 절차 및 방법,제2조의5,①,2,0,회원의 요청이 있는 경우
호,2,시장의 건전성 유지,,,제2조의5제①항제3호,회원에 대한 컨설팅 절차 및 방법,제2조의5,①,3,0,위원장이 시장질서 유지 및 투자자보호를 위하여 필요하다고 인정하는 경우
항,2,시장의 건전성 유지,,,제2조의5제②항,회원에 대한 컨설팅 절차 및 방법,제2조의5,②,0,0,② 회원은 제1항제2호에 따라 컨설팅을 요청하는 경우에는 별지 제17호의 서식에 따른 컨설팅 요청서를 작성하여 제출하여야 한다. 이 경우 위원회는 회원이 요청한 컨설팅 내용과 동일하거나 유사한 내용의 심리 또는 감리를 실시 중이거나 실시할 예정인 경우에는 해당 회원의 컨설팅 요청을 거부할 수 있다.
항,2,시장의 건전성 유지,,,제2조의5제③항,회원에 대한 컨설팅 절차 및 방법,제2조의5,③,0,0,③ 컨설팅은 시장감시요원(감리를 담당하는 직원에 한한다)이 현지출장하여 실시하는 컨설팅 또는 서면 또는 그 밖의 수단으로 실시하는 컨설팅의 방법으로 실시한다. 이 경우 위원회는 사전에 회원에게 서면으로 통지하여야 한다.
항,2,시장의 건전성 유지,,,제2조의5제④항,회원에 대한 컨설팅 절차 및 방법,제2조의5,④,0,0,④ 제3항에도 불구하고 위원회는 컨설팅의 효율성 등을 위하여 필요하다고 인정하는 경우에는 회원의 동의를 받아 위원회 등 기타 장소에서 컨설팅을 실시할 수 있다.
항,2,시장의 건전성 유지,,,제2조의5제⑤항,회원에 대한 컨설팅 절차 및 방법,제2조의5,⑤,0,0,⑤ 컨설팅에 대한 세부적인 절차 및 방법에 관하여 필요한 사항은 위원장이 정한다. [본조신설 2016. 4. 18.]
항,2,시장의 건전성 유지,,,제2조의6제①항,컨설팅 결과 통보 등,제2조의6,①,0,0,① 컨설팅을 종료한 때에는 회원의 불공정거래 예방과 업무관련규정의 준수를 지원하기 위하여 필요한 사항 등이 반영된 컨설팅 결과보고서를 회원에게 통보하여야 한다.
항,2,시장의 건전성 유지,,,제2조의6제②항,컨설팅 결과 통보 등,제2조의6,②,0,0,② 위원회는 다음 각 호의 어느 하나에 해당하는 경우에는 회원의 관련 업무 담당 임원을 대상으로 컨설팅 결과에 대한 설명을 실시할 수 있다.
호,2,시장의 건전성 유지,,,제2조의6제②항제1호,컨설팅 결과 통보 등,제2조의6,②,1,0,회원으로 하여금 컨설팅 내용의 반영을 촉진하기 위하여 설명이 필요한 경우
호,2,시장의 건전성 유지,,,제2조의6제②항제2호,컨설팅 결과 통보 등,제2조의6,②,2,0,회원의 요청으로 컨설팅을 실시한 경우
항,2,시장의 건전성 유지,,,제2조의6제③항,컨설팅 결과 통보 등,제2조의6,③,0,0,"③ 위원회는 컨설팅 결과 제14조제1항제4호부터 제6호까지의 징계 기준 또는 제14조제2항제1호부터 제3호까지의 조치기준에 해당하는 사실을 발견한 경우에는 위규내용, 시정필요사항 및 시정결과 통보기한이 기재된 시정사항을 해당 회원에게 통보할 수 있다."
항,2,시장의 건전성 유지,,,제2조의6제④항,컨설팅 결과 통보 등,제2조의6,④,0,0,④ 제3항에 불구하고 위원회는 컨설팅 결과 회원이 다음 각 호의 어느 하나에 해당하는 경우에는 규정 제16조에 따른 감리를 실시할 수 있다.<개정 2018. 9. 7.>
호,2,시장의 건전성 유지,,,제2조의6제④항제1호,컨설팅 결과 통보 등,제2조의6,④,1,0,제14조제1항제1호부터 제3호까지 조치기준 또는 별표 1의 회원제재금 부과기준상 위반 원인의 중대성이 '상'에 해당하는 사실을 발견한 경우
호,2,시장의 건전성 유지,,,제2조의6제④항제2호,컨설팅 결과 통보 등,제2조의6,④,2,0,회원이 제3항에 따른 시정결과 통보기한까지 시정사항을 이행하지 않은 경우
호,2,시장의 건전성 유지,,,제2조의6제④항제3호,컨설팅 결과 통보 등,제2조의6,④,3,0,투자자보호나 시장건전성에 반하는 행위로서 위원회가 인정하는 경우 [본조신설 2016. 4. 18.]
항,2,시장의 건전성 유지,,,제2조의7제①항,컨설팅 자문위원회,제2조의7,①,0,0,① 위원회는 회원에 대한 컨설팅을 제공하기 위하여 전문가 등으로 구성된 컨설팅 자문위원회를 둘 수 있다.
항,2,시장의 건전성 유지,,,제2조의7제②항,컨설팅 자문위원회,제2조의7,②,0,0,② 컨설팅 자문위원회의 구성과 운영에 관하여 세부적인 사항은 위원장이 정한다. [본조신설 2016. 4. 18.]
항,2,시장의 건전성 유지,,,제2조의8제①항,주권상장법인에 대한 교육,제2조의8,①,0,0,① 규정 제5조제4항에 따라 위원회는 주권상장법인에 대하여 불공정거래 예방과 업무관련규정 준수를 지원하기 위한 불공정거래 예방교육(이하 “교육”이라 한다)을 할 수 있다.
항,2,시장의 건전성 유지,,,제2조의8제②항,주권상장법인에 대한 교육,제2조의8,②,0,0,"② 위원회는 주권상장법인과 교육 대상, 내용, 시기 및 방법 등을 사전에 협의할 수 있다. [본조신설 2016. 5. 31.]"
항,2,시장의 건전성 유지,,,제2조의9제①항,주권상장법인에 대한 교육 절차 및 방법,제2조의9,①,0,0,① 교육은 다음 각 호의 어느 하나에 해당하는 경우에 실시할 수 있다.
호,2,시장의 건전성 유지,,,제2조의9제①항제1호,주권상장법인에 대한 교육 절차 및 방법,제2조의9,①,1,0,위원회가 정하는 연간 교육 계획에 따른 경우
호,2,시장의 건전성 유지,,,제2조의9제①항제2호,주권상장법인에 대한 교육 절차 및 방법,제2조의9,①,2,0,주권상장법인의 요청이 있는 경우
호,2,시장의 건전성 유지,,,제2조의9제①항제3호,주권상장법인에 대한 교육 절차 및 방법,제2조의9,①,3,0,위원장이 공정거래질서의 유지 및 투자자보호를 위해 필요하다고 인정하는 경우
항,2,시장의 건전성 유지,,,제2조의9제②항,주권상장법인에 대한 교육 절차 및 방법,제2조의9,②,0,0,② 주권상장법인은 제1항제2호에 따라 교육을 요청하는 경우에는 별지 제18호의 서식에 따른 예방교육 요청서를 작성하여 제출하여야 한다.
항,2,시장의 건전성 유지,,,제2조의9제③항,주권상장법인에 대한 교육 절차 및 방법,제2조의9,③,0,0,"③ 교육은 거래소가 정하는 집합교육, 시장감시요원이 현지출장하여 실시하는 방문교육 또는 위원회가 제공하는 온라인 교육 등의 방법으로 실시할 수 있다."
항,2,시장의 건전성 유지,,,제2조의9제④항,주권상장법인에 대한 교육 절차 및 방법,제2조의9,④,0,0,④ 교육에 대한 세부적인 절차 및 방법에 관하여 필요한 사항은 위원장이 정한다. [본조신설 2016. 5. 31.]
항,2,시장의 건전성 유지,,,제2조의10제①항,주권상장법인에 대한 준법컨설팅,제2조의10,①,0,0,① 규정 제5조제4항에 따라 위원회는 주권상장법인에 대하여 불공정거래 예방을 지원하기 위한 준법컨설팅을 할 수 있다.
항,2,시장의 건전성 유지,,,제2조의10제②항,주권상장법인에 대한 준법컨설팅,제2조의10,②,0,0,② 제1항에 따른 준법컨설팅의 실시와 관련하여 필요한 사항은 위원장이 정한다. [본조신설 2017. 2. 10.]
항,2,시장의 건전성 유지,,,제2조의11제①항,주권상장법인 임직원 등록시스템 운영,제2조의11,①,0,0,"① 규정 제5조제4항에 따라 위원회는 주권상장법인의 불공정거래 예방활동을 지원하기 위하여 주권상장법인이 그 임직원(주요주주를 포함한다)의 성명, 생년월일, 계좌번호 등을 등록하고 그 임직원이 해당 주권상장법인(계열회사를 포함한다)의 주권을 매매하는 경우 해당 주권상장법인에 매매사실을 알리는 시스템(이하 “주권상장법인 임직원 등록시스템”이라 한다)을 운영할 수 있다."
항,2,시장의 건전성 유지,,,제2조의11제②항,주권상장법인 임직원 등록시스템 운영,제2조의11,②,0,0,② 주권상장법인은 주권상장법인 임직원 등록시스템을 이용하려는 경우에는 정보주체인 임직원의 동의를 받아 별지 제19호 서식의 임직원 등록 및 매매알림 서비스 이용신청서를 작성하여 제출하여야 한다.
항,2,시장의 건전성 유지,,,제2조의11제③항,주권상장법인 임직원 등록시스템 운영,제2조의11,③,0,0,③ 주권상장법인 임직원 등록시스템의 운영과 관련하여 필요한 사항은 위원장이 정한다. [본조신설 2018. 12. 11.]
항,2,시장의 건전성 유지,,,제3조제①항,투자주의종목의 지정 등,제3조,①,0,0,"① 규정 제5조의2제1항 각 호 외의 부분에서 “세칙으로 정하는 증권”이란 증권예탁증권 및 주식워런트증권을 말한다.<신설 2009. 2. 3., 2012. 3. 8., 2012. 10. 5., 2014. 10. 31., 2018. 2. 2.>"
항,2,시장의 건전성 유지,,,제3조제②항,투자주의종목의 지정 등,제3조,②,0,0,"② 규정 제5조의2제1항제1호에서 “소수지점거래집중종목”이란 최근 3일간 다음 각 호의 어느 하나에 해당하는 종목을 말하며, 그 다음 매매거래일 1일간 투자주의종목으로 지정하여 공표한다.<개정 2009. 11. 27., 2011. 2. 11., 2012. 3. 8., 2012. 10. 5., 2018. 2. 2., 2020. 3. 18., 2021. 12. 15.>"
호,2,시장의 건전성 유지,,,제3조제②항제1호,투자주의종목의 지정 등,제3조,②,1,0,삭제
호,2,시장의 건전성 유지,,,제3조제②항제2호,투자주의종목의 지정 등,제3조,②,2,0,삭제
호,2,시장의 건전성 유지,,,제3조제②항제3호,투자주의종목의 지정 등,제3조,②,3,0,주식워런트증권의 경우에는 다음 각 목의 모두에 해당하는 종목. 이 경우 매매 관여율 계산시 지점의 매매 수량 및 일평균거래량에서 유동성공급자의 거래량은 제외한다.
목,2,시장의 건전성 유지,,,제3조제②항제3호가목,투자주의종목의 지정 등,제3조,②,3,가,가. 주식워런트증권의 가격이 상승한 경우
목,2,시장의 건전성 유지,,,제3조제②항제3호나목,투자주의종목의 지정 등,제3조,②,3,나,"나. 1개 지점 매수 관여율이 70%이상이거나, 5개 지점 매수 관여율이 90% 이상"
목,2,시장의 건전성 유지,,,제3조제②항제3호다목,투자주의종목의 지정 등,제3조,②,3,다,다. 매수 관여율이 가장 높은 지점의 매수 관여일수가 2일 이상
목,2,시장의 건전성 유지,,,제3조제②항제3호라목,투자주의종목의 지정 등,제3조,②,3,라,"라. 일평균거래량이 100,000증권 이상"
호,2,시장의 건전성 유지,,,제3조제②항제4호,투자주의종목의 지정 등,제3조,②,4,0,주식워런트증권의 경우에는 다음 각 목의 모두에 해당하는 종목. 이 경우 이 항 제3호 각 목 외의 부분 후단을 적용한다.
목,2,시장의 건전성 유지,,,제3조제②항제4호가목,투자주의종목의 지정 등,제3조,②,4,가,가. 주식워런트증권의 가격이 하락한 경우
목,2,시장의 건전성 유지,,,제3조제②항제4호나목,투자주의종목의 지정 등,제3조,②,4,나,"나. 1개 지점 매도 관여율이 70%이상이거나, 5개 지점 매도 관여율이 90% 이상"
목,2,시장의 건전성 유지,,,제3조제②항제4호다목,투자주의종목의 지정 등,제3조,②,4,다,다. 매도 관여율이 가장 높은 지점의 매도 관여일수가 2일 이상
목,2,시장의 건전성 유지,,,제3조제②항제4호라목,투자주의종목의 지정 등,제3조,②,4,라,"라. 일평균거래량 100,000증권 이상"
항,2,시장의 건전성 유지,,,제3조제③항,투자주의종목의 지정 등,제3조,③,0,0,"③ 규정 제5조의2제1항제2호에서 “소수계좌거래집중종목”이란 최근 3일간 다음 각 호의 어느 하나에 해당하는 종목을 말하며, 그 다음 매매거래일 1일간 투자주의종목으로 지정하여 공표한다.<개정 2009. 11. 27., 2011. 2. 11., 2012. 3. 8., 2012. 10. 5., 2021. 12. 15., 2022. 11. 23.>"
호,2,시장의 건전성 유지,,,제3조제③항제1호,투자주의종목의 지정 등,제3조,③,1,0,주권 또는 증권예탁증권(이하 “주권 등”이라 한다)의 경우에는 다음 각 목의 모두에 해당하는 종목
목,2,시장의 건전성 유지,,,제3조제③항제1호가목,투자주의종목의 지정 등,제3조,③,1,가,"가. 주가 상승률이 15% 이상. 다만, 코스피지수(유가증권시장 상장종목에 적용한다. 이하 이 조에서 같다) 또는 코스닥지수(코스닥시장 또는 코넥스시장 상장종목에 적용한다. 이하 이 조에서 같다)의 상승률이 3일간 8% 이상인 경우에는 주가 상승률 25% 이상으로 한다."
목,2,시장의 건전성 유지,,,제3조제③항제1호나목,투자주의종목의 지정 등,제3조,③,1,나,나. 매수 관여율 상위 10개 계좌의 매수 관여율이 40% 이상
목,2,시장의 건전성 유지,,,제3조제③항제1호다목,투자주의종목의 지정 등,제3조,③,1,다,다. 매수 관여율 상위 10개 계좌 중 5개 이상의 계좌의 관여일수가 2일 이상
목,2,시장의 건전성 유지,,,제3조제③항제1호라목,투자주의종목의 지정 등,제3조,③,1,라,"라. 일평균거래량이 30,000주 이상"
호,2,시장의 건전성 유지,,,제3조제③항제2호,투자주의종목의 지정 등,제3조,③,2,0,주권 등의 경우에는 다음 각 목의 모두에 해당하는 종목
목,2,시장의 건전성 유지,,,제3조제③항제2호가목,투자주의종목의 지정 등,제3조,③,2,가,"가. 주가 하락률이 15% 이상. 다만, 코스피지수 또는 코스닥지수의 하락률이 3일간 8% 이상인 경우에는 주가 하락률 25% 이상으로 한다."
목,2,시장의 건전성 유지,,,제3조제③항제2호나목,투자주의종목의 지정 등,제3조,③,2,나,나. 매도 관여율 상위 10개 계좌의 매도 관여율이 40% 이상
목,2,시장의 건전성 유지,,,제3조제③항제2호다목,투자주의종목의 지정 등,제3조,③,2,다,다. 매도 관여율 상위 10개 계좌 중 5개 이상의 계좌의 관여일수가 2일 이상
목,2,시장의 건전성 유지,,,제3조제③항제2호라목,투자주의종목의 지정 등,제3조,③,2,라,"라. 일평균거래량이 30,000주 이상"
호,2,시장의 건전성 유지,,,제3조제③항제3호,투자주의종목의 지정 등,제3조,③,3,0,주식워런트증권의 경우에는 다음 각 목의 모두에 해당하는 종목. 이 경우 매매 관여율 계산시 계좌의 매매 수량 및 일평균거래량에서 유동성공급자의 거래량은 제외한다. 이하 제4호에서 같다.
목,2,시장의 건전성 유지,,,제3조제③항제3호가목,투자주의종목의 지정 등,제3조,③,3,가,가. 주식워런트증권의 가격이 상승한 경우
목,2,시장의 건전성 유지,,,제3조제③항제3호나목,투자주의종목의 지정 등,제3조,③,3,나,나. 매수 관여율 상위 10개 계좌의 매수 관여율이 90% 이상
목,2,시장의 건전성 유지,,,제3조제③항제3호다목,투자주의종목의 지정 등,제3조,③,3,다,다. 매수 관여율 상위 10개 계좌 중 5개 이상의 계좌의 관여일수가 2일 이상
목,2,시장의 건전성 유지,,,제3조제③항제3호라목,투자주의종목의 지정 등,제3조,③,3,라,"라. 일평균거래량이 100,000증권 이상"
호,2,시장의 건전성 유지,,,제3조제③항제4호,투자주의종목의 지정 등,제3조,③,4,0,주식워런트증권의 경우에는 다음 각 목의 모두에 해당하는 종목
목,2,시장의 건전성 유지,,,제3조제③항제4호가목,투자주의종목의 지정 등,제3조,③,4,가,가. 주식워런트증권의 가격이 하락한 경우
목,2,시장의 건전성 유지,,,제3조제③항제4호나목,투자주의종목의 지정 등,제3조,③,4,나,나. 매도 관여율 상위 10개 계좌의 매도 관여율이 90% 이상
목,2,시장의 건전성 유지,,,제3조제③항제4호다목,투자주의종목의 지정 등,제3조,③,4,다,다. 매도 관여율 상위 10개 계좌 중 5개 이상의 계좌의 관여일수가 2일 이상
목,2,시장의 건전성 유지,,,제3조제③항제4호라목,투자주의종목의 지정 등,제3조,③,4,라,"라. 일평균거래량이 100,000증권 이상"
항,2,시장의 건전성 유지,,,제3조제④항,투자주의종목의 지정 등,제3조,④,0,0,"④ 규정 제5조의2제1항제3호에서 “세칙으로 정하는 종목”이란 주권 등으로서 다음 각 호의 어느 하나에 해당하는 종목을 말하며, 그 다음 매매거래일 1일간 투자주의종목으로 지정하여 공표할 수 있다.<개정 2008. 7. 24., 2009. 2. 3., 2009. 11. 27., 2011. 2. 11., 2012. 3. 8., 2012. 10. 5., 2014. 7. 31., 2014. 10. 31., 2015. 11. 20., 2015. 12. 11., 2017. 2. 10., 2017. 8. 11., 2018. 2. 2., 2020. 3. 18., 2021. 12. 15., 2022. 11. 23., 2023. 2. 8.>"
호,2,시장의 건전성 유지,,,제3조제④항제1호,투자주의종목의 지정 등,제3조,④,1,0,다음 각 목의 모두에 해당하는 종목(이하 “종가급변종목”이라 한다)
목,2,시장의 건전성 유지,,,제3조제④항제1호가목,투자주의종목의 지정 등,제3조,④,1,가,가. 장종료시의 가격결정시 형성된 가격이 직전가격 대비 5% 이상 상승 또는 하락(장종료시의 가격결정시 형성된 가격과 직전가격의 차이가 호가가격단위와 일치하는 경우를 제외한다)
목,2,시장의 건전성 유지,,,제3조제④항제1호나목,투자주의종목의 지정 등,제3조,④,1,나,"나. 당일 거래량이 30,000주 이상이고, 장종료시의 가격결정시 거래량이 당일 총거래량의 5% 이상<개정 2025. 2. 27.>"
호,2,시장의 건전성 유지,,,제3조제④항제2호,투자주의종목의 지정 등,제3조,④,2,0,상한가잔량 상위종목 : 당일 정규시장 종료시 상한가 매수호가의 미체결 수량이 10만주 이상이면서 미체결수량 상위 10개 계좌의 미체결수량 합계가 전체 미체결수량의 90% 이상인 종목
호,2,시장의 건전성 유지,,,제3조제④항제3호,투자주의종목의 지정 등,제3조,④,3,0,다음 각 목의 어느 하나에 해당하는 종목(이하 “단일계좌 거래량 상위종목”이라 한다)
목,2,시장의 건전성 유지,,,제3조제④항제3호가목,투자주의종목의 지정 등,제3조,④,3,가,"가. 당일 특정 계좌의 순매수 수량이 상장주식수 대비 2% 이상이고, 주가가 5% 이상 상승"
목,2,시장의 건전성 유지,,,제3조제④항제3호나목,투자주의종목의 지정 등,제3조,④,3,나,"나. 당일 특정 계좌의 순매도 수량이 상장주식수 대비 2% 이상이고, 주가가 5% 이상 하락"
호,2,시장의 건전성 유지,,,제3조제④항제4호,투자주의종목의 지정 등,제3조,④,4,0,15일간 상승종목의 당일 소수계좌 매수관여 과다종목 : 최근 15일간 주가상승률이 75% 이상이면서 15일째 되는 날의 매수관여율 상위 20개 계좌의 관여율 합계가 30% 이상인 종목
호,2,시장의 건전성 유지,,,제3조제④항제5호,투자주의종목의 지정 등,제3조,④,5,0,삭제
호,2,시장의 건전성 유지,,,제3조제④항제6호,투자주의종목의 지정 등,제3조,④,6,0,최근 3일간 다음 각 목의 모두에 해당하는 종목(이하 “특정계좌군 매매관여 과다종목”이라 한다)
목,2,시장의 건전성 유지,,,제3조제④항제6호가목,투자주의종목의 지정 등,제3조,④,6,가,"가. 주가상승률이 15% 이상. 다만, 코스피지수 또는 코스닥지수의 상승률이 3일간 8% 이상인 경우에는 주가 상승률 25% 이상으로 한다."
목,2,시장의 건전성 유지,,,제3조제④항제6호나목,투자주의종목의 지정 등,제3조,④,6,나,나. 특정 계좌 또는 위원장이 정하는 연계계좌군[이하 “특정계좌(군)”이라 한다]의 시세영향력을 고려하여 위원장이 정하는 매수 관여율이 5% 이상인 일수가 2일 이상
목,2,시장의 건전성 유지,,,제3조제④항제6호다목,투자주의종목의 지정 등,제3조,④,6,다,"다. 일평균 거래량이 30,000주 이상"
호,2,시장의 건전성 유지,,,제3조제④항제7호,투자주의종목의 지정 등,제3조,④,7,0,"풍문관여과다종목 : 최근 5일 동안 동일한 내용의 풍문등을 이유로 3회 이상 풍문관여종목으로 지정된 종목. 이 경우 풍문관여종목은 다음 각 목의 어느 하나에 해당하는 종목 중에서 시황, 공시내용, 상장법인의 대응여부 등을 고려하여 위원장이 지정한다."
목,2,시장의 건전성 유지,,,제3조제④항제7호가목,투자주의종목의 지정 등,제3조,④,7,가,가. 다음의 모두에 해당하는 종목 1) 당일의 인터넷포털의 증권 관련 게시판에 게시된 공정거래질서를 저해할 우려가 있는 풍문등(이하 이 호에서 “인터넷 풍문등”이라 한다)이 최근 5일 평균 대비 3배 이상 증가한 경우이거나 당일의 인터넷 풍문등의 조회수가 최근 1개월 평균 대비 3배이상 증가한 경우 2) 다음의 어느 하나에 해당할 것 가) 당일의 주가가 상한가인 경우 나) 당일의 주가가 최근 20일 중 최고가인 경우 다) 당일의 장중 주가가 일중 최저가 대비 30% 이상 변동하고 전일 대비 주가가 상승한 경우 라) 당일의 거래량이 최근 5일 평균 거래량 대비 3배 이상 증가한 경우 마) 주가상승이 「유가증권시장 공시규정」 제12조제2항 본문에 따른 조회공시 요구 기준 또는 「코스닥시장 공시규정」 제10조제2항 본문에 따른 조회공시 요구기준에 해당하는 경우
목,2,시장의 건전성 유지,,,제3조제④항제7호나목,투자주의종목의 지정 등,제3조,④,7,나,나. 인터넷 풍문등의 내용이 투자자의 투자판단에 중대한 영향을 미친다고 위원장이 인정하는 종목
호,2,시장의 건전성 유지,,,제3조제④항제8호,투자주의종목의 지정 등,제3조,④,8,0,"스팸관여과다종목 : 최근 5일 중 마지막 날을 포함하여 2일 이상 스팸관여종목으로 지정된 종목. 이 경우 스팸관여종목은 다음 각 목의 모두에 해당하는 종목 중에서 시황, 공시내용 등을 고려하여 위원장이 지정한다."
목,2,시장의 건전성 유지,,,제3조제④항제8호가목,투자주의종목의 지정 등,제3조,④,8,가,가. 「정보통신망 이용촉진 및 정보보호 등에 관한 법률」 제52조에 따른 한국인터넷진흥원에 신고된 주식 매매 관련 영리 목적 광고성 정보의 최근 3일(당일을 포함한다) 평균신고건수가 최근 5일 또는 최근 20일 평균 대비 3배 이상 증가한 경우
목,2,시장의 건전성 유지,,,제3조제④항제8호나목,투자주의종목의 지정 등,제3조,④,8,나,나. 이 항 제7호가목2)에 해당하는 경우
호,2,시장의 건전성 유지,,,제3조제④항제9호,투자주의종목의 지정 등,제3조,④,9,0,"제3조의3제2항의 규정에 따른 투자경고종목의 지정예고요건에 해당하는 종목. 다만, 제3조의3제4항의 규정에 따라 투자경고종목 지정예고를 하지 아니한 종목은 제외한다.<개정 2026. 5. 26.>"
호,2,시장의 건전성 유지,,,제3조제④항제10호,투자주의종목의 지정 등,제3조,④,10,0,제3조의3제5항제1호의 규정에 따른 투자경고종목의 지정해제 요건에 해당하는 종목
호,2,시장의 건전성 유지,,,제3조제④항제11호,투자주의종목의 지정 등,제3조,④,11,0,그 밖에 위원장이 투자자보호를 위하여 필요하다고 인정하는 종목
항,2,시장의 건전성 유지,,,제3조제⑤항,투자주의종목의 지정 등,제3조,⑤,0,0,"⑤ 주권 등으로서 다음 각 호의 어느 하나에 해당하는 종목에 대하여 제2항부터 제4항까지의 요건을 적용하는 경우 매매거래 재개일을 포함한 그 날부터 지정 요건을 적용한다.<신설 2009. 11. 27., 2016. 4. 18.>"
